relay,slot,block_hash,builder_pubkey,value,gas_used,gas_limit
flashbots,10975739,0x0a7b5b89abff6803c915c27c9009a78a43e1db4ca84e19b527c431e97f73a577,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,53774496075113763,9828608,30117037
flashbots,10975734,0x376afbe431b34f722fb5404581a4fc791887daef961fce303b42b7538d9324ed,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,54569423850695806,18081010,30146533
flashbots,10975731,0xd91435b6df91e1c9b7ad3e36a9bf8c766ab5203ceb8275ec164e85e8d1405871,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,152082384737945200,18129150,30176029
flashbots,10975723,0x21bb6ea599cf749d38d2b297c4e8a8d3c38a95a1a183fa36769a8aa1063185a6,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,33771280678740060,8841674,30117266
flashbots,10975715,0x6f73f6c3ceca80f242feb214704bfcb06378da2fd6cde01a5b44f8158e5a9558,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,57395289552086503,30044623,30058619
flashbots,10975711,0xef95a9a8c67f8f7f1c8fabcecd15d93cdad59a3228cff81160023f1a08432ca9,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,396075866407529681,10192066,30000000
flashbots,10975699,0x4bb442c00250c1fc63225d6df38e5f9c071877e73e0d410f03919e4a6ac65c2c,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,20089675053326938,17859010,30146705
flashbots,10975697,0x2d87e3fa12bc08caa6023b7a5c9bf2b93a6d2262ca1c7126cc4fec9b3c1fed3e,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,33160314398950741,15490723,30087914
flashbots,10975686,0x4e6f15e8090fe5c700889c7380cede7a471df19441006fcdeb6885d3057cb58f,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,37518795420118789,23128739,30058563
flashbots,10975664,0x00544c8135157257a9cb9f1a31905993a5343ffd14be7878bc20163098bff4f4,0xb4a435cf816291596fe2e405651ec8b6c80b9cc34dace3c83202ca489a833756c9a0672ebdc17f23d9d43163db1caa5d,24740586081709926,18765825,30029295
flashbots,10975663,0xc95686147a163289570fad8a6bfe9d4a63eb05601dc86f261407ae7b4af626e7,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,28470743642384924,13717269,30000000
flashbots,10975661,0x8941cee591013bf0f3eac83be1b27947b0ac51629795f49e7d7c9286b9ea3f55,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,20931337588300372,11289037,30000000
flashbots,10975656,0x993eef24d1e19db0d4392fe2a04b978edfacf564189aa5c8ed6e12df6e000b52,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,35883079782379839,7077378,30000000
flashbots,10975649,0x4c55715cdbd8d22c6057e3031a8d407460141845addb09069ac633dccf7df60b,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,79696048182928073,12716309,30000000
flashbots,10975648,0x8c01023dc0924fb9c41a69fa7d41f11993725b56ba9bcbe7dadee92ca785930a,0xb4a435cf816291596fe2e405651ec8b6c80b9cc34dace3c83202ca489a833756c9a0672ebdc17f23d9d43163db1caa5d,23252954528113917,15032085,30000000
flashbots,10975646,0x87b2ebfff5e82807ee4101f8c26ee536e160d7795bb3c2d7f5040f651960c8aa,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,93834710577810545,27874664,30029266
flashbots,10975645,0x27c5ad94fbdc3ce3cdbaa9c1b756c5efc2bc6825dae6c0053774bc117ec75866,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,382011443355652475,7818686,30058619
flashbots,10975644,0xcfde5948acd9a337178ef1be9b3f5027e7613b2c8f1c6bfc5d29250e4d601fdf,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,123250272043716970,28288345,30029295
flashbots,10975641,0x5e84ab5f2de6bd4e1530d2735d408429dc60841b633e4e43021c61a86c409552,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,412232214095630218,21128948,30000000
flashbots,10975634,0x39d93f78f0f6f1152114bfa14157bf2748c76427256020cc15c66c8532c68f11,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,31547134603953970,19770714,30029209
flashbots,10975612,0xb3ca2603145fea0cccb3c706d3aa9f22847ba1a5f4896c6b406a24bcaab5db2d,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,14456575504825059,10843632,30117295
flashbots,10975605,0x7f43be7841a225c592ddaa516c73cfe353975d21c120ec9809effbc56c8ce382,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,16471371546676340,9192234,30029295
flashbots,10975594,0x9ae11c001686c412a2a79d6ff5627529511ce751e6fd780309e071bc9845508f,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,326394626425319900,14918808,30086394
flashbots,10975588,0xd47ceb5e3af909a7a89bf5b2ebe95f4653d24eaba854d7bc4c776d5d9d961e76,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,19585689574288103,10253715,30086481
flashbots,10975587,0x136fc0e1459561e899e7b219c7a7d28d186f170e03a5a3b4a69dfd5f82dffad5,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,49708842427520181,30096424,30115890
flashbots,10975582,0xac30b337e99b00075d2c2d52b132e1cd03937603f61d5942463d2df72882e85f,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,53870381933809602,11649036,30204316
flashbots,10975580,0x9d775a888cefba2bff7b1bcaa931a87af6dd808270ff9d8774429ec520247f35,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,31273920040594619,9557643,30145413
flashbots,10975579,0x8c3e19d0f818bda9259459226828da70e53ade9563dafcbffb26a0d7124e76de,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,13250083469568485,13867373,30174879
flashbots,10975576,0x6fca6f10a3ef16d2395c30589d5b36d2f5fafd297df7bcee4ad62d71e9143232,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,53019454182902551,14621121,30204403
flashbots,10975567,0x3e5bac6d9b3c466f8482c82e787e0d950cde278b039fdbd4c313ed0b8c527d18,0xb9f88bc584a53fabb5b295e50638b20218c8b2303f3d26daef84ddb9609f1f93a95608806c94e564ebcd6e3976d3838d,44863664660695121,10781796,30234043
flashbots,10975560,0x65ac9778bcf3a74b9896a4379df480473976629420c5f7df74d2a230d157f364,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,113601022415954644,18679910,30204635
flashbots,10975554,0x2c01af425e89273df0420f89863ddb12ff8bff171fa4598d5859848e1e8e3594,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,38398638329614542,11817736,30145789
flashbots,10975546,0x55adbe80c9ba279d2b7687f06c1ba26b1a154e37cc1fa12422b55e4d4aa343a6,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,39738323406946259,30245708,30263886
flashbots,10975529,0x353d638b0fb123fcaffdae02aa896b1f618250fa5b4277b779df5cd2dc7d0bca,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,16847745693107077,14770125,30116725
flashbots,10975524,0x184fc4fd2d5ee22f0eb324e6fbcd48ffb6593a31d9f7fc99ecfc33b30f95ea7e,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,27205376851577245,10590627,30264204
flashbots,10975523,0xf8fdb94a46f2409676149bd38c6c39df6dc2ed4c2b04b2b1df5ebf114bb330e0,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,22708026344975599,12466111,30234679
flashbots,10975521,0x6f423cefa2250ed780c4d04a0c2ddd6ac3af4f543dcd95c02a314f32218847a0,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,99852815617323914,18125276,30234707
flashbots,10975505,0xbdf2ab0c0019d139ff7fea5541f6f3473a0e0c2f2aa84fa661ba14613e4f4c24,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,27405263865289774,11962580,30234935
flashbots,10975504,0x21b02a97855149a0796110d3098e3668b7336066f7e880d92628563aded33ffe,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,39504080707426626,20230420,30205439
flashbots,10975490,0x875e97b3141cfb6e26aafcaa266e5bcb8309ead673dba2c72b37aa7379b40773,0x946fcf348bbf1044a3eaa3d27f1d01397cfc4d27495a949447c95ea7ec41db9f5c4fe3b867a937623685a0462996df09,16337381491063897,15458424,30264690
flashbots,10975485,0x576a513618fe098b6cb0179097034981938f8e5b585945f4d3b6df01f44cbbc5,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,21301430838058769,21010282,30117353
flashbots,10975482,0xf17e74b80c34a35832a692132502d1336b0ac5845c1352269322c085c09a0a6d,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,37895960168145389,12417143,30029295
flashbots,10975479,0xa377c0caf62280d8aeee68b516cf05c8b5aeb98f61da56bafa108d4c0f0f4c7c,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,38824205935470894,12821820,30000000
flashbots,10975474,0x40fa9ff08cd2b276b4d68f878f627b88413ee72925413974cf219b1fedadda0c,0x946fcf348bbf1044a3eaa3d27f1d01397cfc4d27495a949447c95ea7ec41db9f5c4fe3b867a937623685a0462996df09,16636094443683394,12710027,30023975
flashbots,10975469,0x723b82e51e1b939610ee16b91962da4e79eed62b9cbd78cba912699304b07312,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,22789509860194726,10665351,30053378
flashbots,10975460,0xd9eab5459a804b3d15158c373b00963e1ea604da402c641a551e20bb751c7c6b,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,12888479883766842,8883347,30200603
flashbots,10975457,0x6a1a751a34f261fbed464c310fd82b95207e207b6235ed649516afe3294cafb7,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,11475246987145652,9433961,30171169
flashbots,10975448,0x150e7c62bac19e67096cb642599636e24f2efa06fc7a613c707f9eb889088ff1,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,16363841622788205,11245793,30378244
flashbots,10975444,0x6d0e32bb311f659c9b2962391359691dcb2baa99904400fee1cf2d4afa5f4557,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,38897634044080112,23840423,30378302
flashbots,10975442,0x5c7631721ac49c4d59ec02f426b2cfb425247aabef27319b888f590266997d82,0xb3a6dc1f159cd010d6d4999822337524576d9ef9d14f34dc7337a735f2d80cd4d64414da809661967df09f39320bc2df,55371951074506063,5130536,30319059
flashbots,10975437,0xfaf81c57d926955726c2186f9e6152801acac1f3a0e3dcbe03e15fa774a1704e,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,16276830398163427,9238663,30348753
flashbots,10975430,0xb3499113b18b7f89fb5d976d9e89eeaafa5147799858ae7028cd707db9c8cbfa,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,78742559858565496,13159419,30260077
flashbots,10975427,0x687bd5c054a58e4aaab192fd0a17dd72300b80a35fe498196f8bb6528b478f8b,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,29197020650542554,19961296,30289683
flashbots,10975426,0x0dc9a794ec8b322adf6b398d10a73ee7c660c59f1e3adb8a41ff1b0d41089051,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,14800463663113691,10416651,30260134
flashbots,10975416,0x9214f2cbc6337b1715ca974192ab71d5750a0220f63fa6e058d457fe524c54fa,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,13558807629788016,11219196,30260276
flashbots,10975414,0x59c0a2b26481ac03ebedd245b1055d596a325ec16d4157024fe2b08a264019d1,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,13994489472015571,10971728,30260305
flashbots,10975413,0x88605806c55f48bbd5a4ed5c0c8d210d321a607bfb448ca953bd2cfdfab6ab39,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,20874740499391432,15518465,30289883
flashbots,10975393,0x0e2c4ad31b8d9f6166ac8d3b89dd51421617c744616d24f0118a966a3a65a971,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,24979951870925416,15796258,30231069
flashbots,10975387,0x3e0fc6ebaba560cbe9dd2984582a3d77d6e044b627fb97b618f021fc887eac96,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,11362252323558816,10081499,30290256
flashbots,10975377,0x58334596ecac83c37b0e4f1e4489e8fc52d3c6601b2d881e3f49449da68a4987,0xb4a435cf816291596fe2e405651ec8b6c80b9cc34dace3c83202ca489a833756c9a0672ebdc17f23d9d43163db1caa5d,29267766997740984,14026081,30290401
flashbots,10975367,0x2beb55555982d07854156bc1e18e1e53c23481b134d3ab3283b114a5ad59b69c,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,32921422809712337,11805793,30113590
flashbots,10975363,0x76e16ea76191e7c76338035428775d6d855ea9fbf2ef4964c6a105665c05f7c4,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,99394694746113987,16584368,30172517
flashbots,10975361,0xfe2ddd347effa8be2993a3bc9710717c2d4ec6b6d0dd41afec55f3654c29deb2,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,58556109973780318,9508517,30113676
flashbots,10975355,0xdb5b89334367f38c207b93e065ec977c43a7c7f79a2224c2d76ce2def235e255,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,107802615073881242,20024442,30231618
flashbots,10975350,0x6d386b59cef77b9ee3ca0ddbd0ffbce38f52cec708a4b6bc3d78cfc417367bda,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,148067931328843776,6960509,30320384
flashbots,10975340,0x9ae32421467b56a2f0f9ed5743b55b83bb98037a91245b80174da4b750794c0f,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,136138385799759680,17521665,30290920
flashbots,10975325,0x6786b425d55fcbdf139d678bf0377eef7a54772dd21e437ce9cf872392e03c8b,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,19690503830691811,15084498,30320732
flashbots,10975323,0xea251ce5201723d70e601bf16f1d5bd0cd01931f5afeb68f891cb8b9498b1fb5,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,21582824991509787,15659241,30380037
flashbots,10975296,0x8fb69b4678180b175aab1505b460105daadaf106cc46d799914feaca7e871743,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,51158191236410876,12030528,30350776
flashbots,10975291,0xb71ac0ea3005b36e07f24b525a9f9669c844dc9158e5509fbc77fb9daaf57122,0x851a009553c46cae9384ebc59dcf17064ee8839de085910ec71d834ab1b8dc7a1f3271008c2438ae3b3e44be994108a6,27279685782629267,10084947,30380501
flashbots,10975279,0x8ecc566c823ebc414b79689261467756da2484ea9be479546ba9d7d6dad95770,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,40032684470339863,23905939,30559200
flashbots,10975278,0xc7ca37264e407ca19bc4963d7870f6f0c19346a6d9be9b3258cd4af17c8f11a4,0xa00002326e62d66f690e457595023fa44699e4237fc4cc36eed5e4937f19398fc1452be33d2b2f553693e9eda2d26618,33910569704743257,5966610,30589071
flashbots,10975277,0xeeba1874c96f649942a09f5aee314b06885664d64ab1236ea39d8ad2f52f3269,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,69074473130435791,16303076,30618971
flashbots,10975246,0x44b89a215e2dba14ea041f128e952ed3e0cccb76f7a51a9d89ea787598aab2cc,0xb9f88bc584a53fabb5b295e50638b20218c8b2303f3d26daef84ddb9609f1f93a95608806c94e564ebcd6e3976d3838d,27512685533776029,7600191,30709256
flashbots,10975233,0x4f8bf4b887304d64f93efdd52856d5290ba9a7d8ac215e6a39b5c2ef7be11a8d,0xb9f88bc584a53fabb5b295e50638b20218c8b2303f3d26daef84ddb9609f1f93a95608806c94e564ebcd6e3976d3838d,28542342338046383,13496319,30739449
flashbots,10975226,0xbebb270b894ad566600d4da49681a0db3b293c6be7fd417970f76d3b50a5bad1,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,104837509880147658,11340119,30559958
flashbots,10975212,0x92b93b308f3b44b7a98e4f29e5dbcb5026f4137bd300356116d1a3cfdb0fbdea,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,153135976280305845,15048579,30441025
flashbots,10975203,0x4ad046395988b2403921f7271dfc43d11d75494291a079ee02f8d1d34f603174,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,50642554157238467,23700342,30530464
flashbots,10975199,0x2a4c0e38634dff884cab1115f83b905e8e6fdbd2afa8c624bf882dc7300bb096,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,163915109475480078,18687895,30470954
flashbots,10975198,0x4891d3b643b68d459072d762a1c14925c5bcaa591bc30058929e78dfbe49ea40,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,125679881289126609,16711144,30500738
flashbots,10975186,0xd2dc048ff9009dccb80d79f9f1e18eccc8cd19a0ed480448bd06b6d443351fa2,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,68213061357703326,14348971,30382009
flashbots,10975180,0x377c96711b0d37208813f5d68344fc4a40cf5d85809453b0e4f593e1a0bd9776,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,62833194452626622,10300084,30382095
flashbots,10975175,0x4cffd9cb48232e82aa824fc297f2bc065d7445d04178e803f59f22934cfcdd47,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,42700712224150374,16540313,30293291
flashbots,10975163,0x60d072057b34f6c63efab4aedce36c613f7992e4f450dd1571b5501af159e57f,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,81970851582614572,4537598,30175368
flashbots,10975149,0xe9a3708fe3e47a9e2a3ce93a0eae44bb6ba4ccbf9130ab31de15c68cc3cf8024,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,81069114600509954,12452381,30116694
flashbots,10975147,0xe69504d10878eed9470928243597a63af51c4869d28a8bba272ca626f759f367,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,70659787257156088,16685230,30116723
flashbots,10975129,0x783eb6a7ae3429e2ff6af6c9af7af1c749677e4cdd1fdda460915b98925fd3c9,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,40105490003344972,10808679,30146390
flashbots,10975127,0x10502019d5b48a31110e676ced5c3a2c80e38df4a60e1912b35e7ce300a39f85,0xa9d0a0f9059972d775a45d8377768ff20234de91a6fbacba5737ff8803807c38021b5863e5084869e695ef1d6c2fdaef,40384297821782383,11557231,30087599
flashbots,10975113,0x5d0c0b605028a7eb67ef2d2df47b40a404e7d7f4767d5b051b84f04af396ee1e,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,209087690772092629,14245543,30087799
flashbots,10975105,0x1f9e38d4731e2d4b441e570c18b8e9c4317b968641d415bb6a87e29a67a9dcbf,0x8c344feeb5426018c1855bc33cf739c15ce43fe780fc13275163f3c33075318619e6b2151407f87a970be24443c9cea4,55980956975622585,2888738,30087915
flashbots,10975101,0xa81ce84abd0171ddc8a5886370b3954a087e696e6e6515bd4dd86693ae5674e5,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,153388849964273952,19275386,30058591
flashbots,10975080,0x188e2837c04ecf9afee647ef84bbdb6fde489ea36e9dd67b38caca5d3582bfe0,0x852a00817dd13ce36535855192e218ccad6d489f90605c501fd4294940550592426552006ebd44f0e661b73d58a9765c,119876565187454124,7716774,30000000
flashbots,10975068,0xe22f774328f0e99958f9c872fd434601c9451b0ac5d3399279f9a6e718a91345,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,263363302482328792,10947668,30087888
flashbots,10975060,0x105194bd77e5fc1c113bc60fa4133dcde8e6324d02612d74b4daf1a4df6de58e,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,145210822171655547,13149975,30029295
flashbots,10975044,0x8015ac04044e9f373f405dd4a5c0467550ad58db1ab1092640bd2e2bf2ac5fc8,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,360950517424278905,14742816,30058619
flashbots,10975038,0xe5195588fa7dd73cb1922e003b935be2b8e1757591222e81ba9c735845e5d2a7,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,65290686385942399,14748873,30029295
flashbots,10975037,0xb4c14f6d42125e2e4ea5e8f8bbcbed93d56e393d4ece9fc6a0547106c49dc92b,0xa00002326e62d66f690e457595023fa44699e4237fc4cc36eed5e4937f19398fc1452be33d2b2f553693e9eda2d26618,293294981434695360,10402251,30000000
flashbots,10975027,0xc8603f9e106d773e6aed0db245055be26642d400880f026488de450cc88f6d2e,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,66860002937110189,7482675,30058421
flashbots,10975024,0xca4e8e568e3f64045feaa74b0ee8b5e0c2ddc2c28fa9cf8c63fa4df4271771af,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,5938209590700831063,17307969,30029126
flashbots,10975011,0x443ad8cce2448906f286ad8878208bc4d255bee49f9bc4abbe9895487a3ead61,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,287686285236151111,12367687,30000000
flashbots,10975007,0xba37bd69f4d747f4d5675bc96923589c3db8775bc2e31760f764133636e50b0a,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,275762768565830758,12796387,30039446
flashbots,10974984,0xa9ca86f925d1a8ef78ef8842e7bf5fcb61bc350b6cc76074bfd7976e43cf35c3,0xb9f88bc584a53fabb5b295e50638b20218c8b2303f3d26daef84ddb9609f1f93a95608806c94e564ebcd6e3976d3838d,66786165738285566,21247836,30304946
flashbots,10974956,0xe41548b658bebcf8446a0b507b866bd4f13ba66175ad6896c06d1d3a0a1d41f4,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,63537632998675079,15532333,30364596
